user_id,signup_date,country,acquisition_channel
1932,2025-05-05,India,Google Ads
1933,2025-09-25,Germany,Organic
1934,2025-05-11,Canada,Google Ads
1935,2025-08-25,India,Google Ads
1936,2025-01-18,Germany,Google Ads
1937,2025-02-09,India,Google Ads
1938,2025-01-21,Canada,Organic
1939,2025-08-13,UK,Google Ads
1940,2025-12-21,UK,Referral
1941,2025-10-09,Germany,Organic
1942,2025-01-08,USA,Facebook
1943,2025-04-10,Canada,Facebook
1944,2025-08-28,Germany,Organic
1945,2025-03-28,Germany,Google Ads
1946,2025-10-25,UK,Referral
1947,2025-01-14,India,Organic
1948,2025-11-30,Canada,Google Ads
1949,2025-01-02,India,Organic
1950,2025-10-20,Canada,Facebook
1951,2025-11-21,USA,Google Ads
1952,2025-02-10,UK,Referral
1953,2025-11-14,USA,Google Ads
1954,2025-11-12,Germany,Organic
1955,2025-04-21,UK,Referral
1956,2025-01-14,Germany,Google Ads
1957,2025-08-19,USA,Google Ads
1958,2025-03-25,Canada,Google Ads
1959,2025-05-10,Germany,Google Ads
1960,2025-08-19,India,Google Ads
1961,2025-11-22,Canada,Organic
1962,2025-05-25,Canada,Organic
1963,2025-12-11,USA,Organic
1964,2025-01-28,USA,Facebook
1965,2025-03-07,UK,Organic
1966,2025-06-12,UK,Facebook
1967,2025-08-17,India,Facebook
1968,2025-09-18,Canada,Facebook
1969,2025-06-13,India,Google Ads
1970,2025-10-28,India,Referral
1971,2025-10-30,USA,Organic
1972,2025-10-14,India,Organic
1973,2025-01-10,India,Organic
1974,2025-07-14,Germany,Organic
1975,2025-04-28,UK,Google Ads
1976,2025-09-27,UK,Facebook
1977,2025-03-21,Canada,Organic
1978,2025-04-03,UK,Google Ads
1979,2025-09-23,Canada,Referral
1980,2025-11-28,Germany,Facebook
1981,2025-12-16,UK,Google Ads
1982,2025-12-27,Germany,Facebook
1983,2025-09-14,UK,Organic
1984,2025-05-13,UK,Facebook
1985,2025-10-03,Germany,Organic
1986,2025-09-21,India,Facebook
1987,2025-06-20,India,Organic
1988,2025-01-01,India,Google Ads
1989,2025-11-09,India,Google Ads
1990,2025-03-05,UK,Google Ads
1991,2025-10-11,USA,Google Ads
1992,2025-05-01,Germany,Google Ads
1993,2025-04-17,USA,Organic
1994,2025-06-24,USA,Facebook
1995,2025-07-23,Canada,Google Ads
1996,2025-06-14,India,Google Ads
1997,2025-11-01,UK,Google Ads
1998,2025-04-30,India,Facebook
1999,2025-02-13,India,Google Ads
2000,2025-11-08,USA,Facebook
2001,2025-06-05,Canada,Facebook
2002,2025-07-26,India,Organic
2003,2025-04-18,Germany,Organic
2004,2025-09-08,Germany,Google Ads
2005,2025-11-30,India,Google Ads
2006,2025-05-10,USA,Google Ads
2007,2025-10-20,USA,Google Ads
2008,2025-01-20,UK,Google Ads
2009,2025-10-09,Canada,Organic
2010,2025-10-12,USA,Google Ads
2011,2025-01-01,UK,Referral
2012,2025-04-29,Germany,Google Ads
2013,2025-02-04,Germany,Organic
2014,2025-07-17,Germany,Organic
2015,2025-09-02,India,Facebook
2016,2025-02-28,Canada,Facebook
2017,2025-11-21,UK,Organic
2018,2025-06-10,Canada,Referral
2019,2025-06-28,India,Facebook
2020,2025-07-25,UK,Google Ads
2021,2025-01-12,UK,Facebook
2022,2025-10-03,USA,Google Ads
2023,2025-06-30,Canada,Referral
2024,2025-08-30,Canada,Organic
2025,2025-08-04,USA,Google Ads
2026,2025-09-08,Germany,Google Ads
2027,2025-10-26,India,Google Ads
2028,2025-05-06,Canada,Organic
2029,2025-08-05,USA,Referral
2030,2025-11-02,UK,Google Ads
2031,2025-10-12,USA,Facebook
2032,2025-07-04,Germany,Referral
2033,2025-02-08,India,Google Ads
2034,2025-08-11,Germany,Google Ads
2035,2025-07-03,UK,Facebook
2036,2025-06-27,UK,Google Ads
2037,2025-10-21,UK,Google Ads
2038,2025-12-06,UK,Referral
2039,2025-05-31,USA,Organic
2040,2025-05-06,UK,Facebook
2041,2025-10-28,UK,Facebook
2042,2025-11-04,USA,Organic
2043,2025-12-02,UK,Facebook
2044,2025-08-22,Germany,Google Ads
2045,2025-01-08,Germany,Google Ads
2046,2025-12-07,Canada,Organic
2047,2025-05-09,Germany,Google Ads
2048,2025-09-21,India,Google Ads
2049,2025-06-06,India,Facebook
2050,2025-12-18,India,Google Ads
2051,2025-12-24,USA,Referral
2052,2025-01-05,Germany,Organic
2053,2025-03-27,India,Google Ads
2054,2025-06-24,Canada,Google Ads
2055,2025-10-17,USA,Organic
2056,2025-07-12,Canada,Facebook
2057,2025-11-07,Germany,Organic
2058,2025-04-29,UK,Facebook
2059,2025-08-06,Canada,Facebook
2060,2025-04-24,UK,Referral
2061,2025-05-25,USA,Facebook
2062,2025-01-26,Canada,Facebook
2063,2025-05-16,Canada,Organic
2064,2025-10-30,USA,Organic
2065,2025-08-20,USA,Organic
2066,2025-03-17,India,Organic
2067,2025-11-24,Germany,Facebook
2068,2025-12-11,Canada,Facebook
2069,2025-10-29,Canada,Google Ads
2070,2025-10-16,USA,Organic
2071,2025-01-01,USA,Google Ads
2072,2025-05-27,Germany,Google Ads
2073,2025-10-14,USA,Referral
2074,2025-05-22,UK,Facebook
2075,2025-02-22,UK,Google Ads
2076,2025-10-31,UK,Google Ads
2077,2025-03-10,UK,Facebook
2078,2025-12-27,Germany,Facebook
2079,2025-03-31,Canada,Google Ads
2080,2025-08-08,UK,Google Ads
2081,2025-07-11,USA,Google Ads
2082,2025-03-04,UK,Google Ads
2083,2025-03-14,Germany,Google Ads
2084,2025-06-10,USA,Facebook
2085,2025-06-18,UK,Google Ads
2086,2025-03-30,Canada,Google Ads
2087,2025-06-25,USA,Referral
2088,2025-09-26,USA,Referral
2089,2025-03-14,Canada,Google Ads
2090,2025-09-02,USA,Google Ads
2091,2025-03-18,UK,Facebook
2092,2025-06-08,USA,Organic
2093,2025-11-20,UK,Referral
2094,2025-04-08,Canada,Facebook
2095,2025-04-12,India,Organic
2096,2025-05-12,Canada,Referral
2097,2025-04-12,UK,Facebook
2098,2025-01-19,Germany,Google Ads
2099,2025-03-23,Canada,Facebook
2100,2025-10-06,Germany,Google Ads
2101,2025-12-05,Germany,Google Ads
2102,2025-12-31,UK,Organic
2103,2025-11-27,UK,Google Ads
2104,2025-05-09,India,Google Ads
2105,2025-12-10,USA,Referral
2106,2025-11-06,Canada,Facebook
2107,2025-03-30,UK,Google Ads
2108,2025-08-01,Canada,Google Ads
2109,2025-05-23,Germany,Google Ads
2110,2025-03-06,USA,Google Ads
2111,2025-03-17,India,Organic
2112,2025-07-18,Canada,Google Ads
2113,2025-05-23,USA,Organic
2114,2025-11-12,India,Google Ads
2115,2025-04-03,Canada,Referral
2116,2025-11-01,USA,Organic
2117,2025-08-12,UK,Referral
2118,2025-10-18,Canada,Facebook
2119,2025-04-12,USA,Organic
2120,2025-09-24,India,Referral
2121,2025-12-21,USA,Organic
2122,2025-04-20,UK,Google Ads
2123,2025-11-26,Canada,Google Ads
2124,2025-09-22,Canada,Google Ads
2125,2025-01-03,Canada,Google Ads
2126,2025-03-26,UK,Organic
2127,2025-10-09,India,Organic
2128,2025-11-24,Canada,Facebook
2129,2025-10-31,India,Google Ads
2130,2025-04-27,USA,Google Ads
2131,2025-08-09,India,Google Ads
2132,2025-06-03,India,Facebook
2133,2025-06-02,Canada,Organic
2134,2025-01-12,Germany,Google Ads
2135,2025-05-13,Germany,Organic
2136,2025-10-31,UK,Facebook
2137,2025-10-20,UK,Referral
2138,2025-10-27,Germany,Google Ads
2139,2025-08-16,USA,Facebook
2140,2025-09-28,Canada,Google Ads
2141,2025-02-12,Canada,Facebook
2142,2025-12-09,USA,Facebook
2143,2025-11-22,USA,Organic
2144,2025-10-29,Germany,Google Ads
2145,2025-12-30,UK,Google Ads
2146,2025-01-21,USA,Organic
2147,2025-04-17,UK,Facebook
2148,2025-12-02,India,Facebook
2149,2025-10-30,Canada,Organic
2150,2025-04-27,Germany,Facebook
2151,2025-05-04,Canada,Organic
2152,2025-10-08,Germany,Organic
2153,2025-10-19,India,Organic
2154,2025-07-22,Canada,Organic
2155,2025-02-20,India,Google Ads
2156,2025-09-28,Germany,Facebook
2157,2025-11-20,USA,Referral
2158,2025-10-04,Canada,Google Ads
2159,2025-05-21,India,Organic
2160,2025-10-02,Canada,Organic
2161,2025-10-17,Canada,Organic
2162,2025-11-30,Canada,Facebook
2163,2025-02-21,UK,Google Ads
2164,2025-01-27,India,Facebook
2165,2025-06-06,India,Google Ads
2166,2025-08-27,Canada,Referral
2167,2025-06-05,USA,Organic
2168,2025-10-18,Canada,Organic
2169,2025-05-16,UK,Facebook
2170,2025-05-24,Germany,Google Ads
2171,2025-04-16,UK,Google Ads
2172,2025-06-07,USA,Google Ads
2173,2025-05-26,Canada,Facebook
2174,2025-01-02,India,Facebook
2175,2025-03-18,Canada,Facebook
2176,2025-05-12,USA,Facebook
2177,2025-03-31,India,Referral
2178,2025-12-11,UK,Google Ads
2179,2025-12-16,Germany,Organic
2180,2025-09-20,Germany,Google Ads
2181,2025-12-17,Canada,Facebook
2182,2025-04-18,UK,Google Ads
2183,2025-03-15,USA,Organic
2184,2025-02-08,Germany,Google Ads
2185,2025-06-08,UK,Google Ads
2186,2025-03-12,Canada,Organic
2187,2025-11-08,India,Google Ads
2188,2025-08-29,Canada,Facebook
2189,2025-10-25,Canada,Facebook
2190,2025-02-05,UK,Facebook
2191,2025-03-25,Germany,Organic
2192,2025-09-20,UK,Organic
2193,2025-11-06,India,Google Ads
2194,2025-06-21,UK,Google Ads
2195,2025-06-22,USA,Organic
2196,2025-12-28,Canada,Facebook
2197,2025-02-16,Germany,Referral
2198,2025-05-21,India,Facebook
2199,2025-04-28,Canada,Organic
2200,2025-10-04,UK,Referral
2201,2025-08-02,USA,Organic
2202,2025-08-08,UK,Facebook
2203,2025-01-26,Canada,Organic
2204,2025-01-09,India,Facebook
2205,2025-09-28,Germany,Organic
2206,2025-01-10,Canada,Google Ads
2207,2025-05-01,India,Organic
2208,2025-05-05,Canada,Google Ads
2209,2025-06-19,USA,Google Ads
2210,2025-03-13,UK,Organic
2211,2025-06-01,Germany,Google Ads
2212,2025-07-27,India,Organic
2213,2025-02-18,Germany,Referral
2214,2025-06-03,Germany,Referral
2215,2025-12-13,Germany,Organic
2216,2025-10-20,India,Facebook
2217,2025-03-09,India,Facebook
2218,2025-02-19,Germany,Facebook
2219,2025-06-01,UK,Google Ads
2220,2025-01-19,Canada,Facebook
2221,2025-04-10,Germany,Organic
2222,2025-03-01,USA,Google Ads
2223,2025-06-16,Germany,Google Ads
2224,2025-07-21,India,Organic
2225,2025-12-11,Canada,Google Ads
2226,2025-05-26,USA,Google Ads
2227,2025-06-13,Canada,Google Ads
2228,2025-08-30,Canada,Organic
2229,2025-03-10,USA,Organic
2230,2025-06-24,Germany,Organic
2231,2025-02-18,Germany,Google Ads
2232,2025-04-18,Germany,Organic
2233,2025-08-14,UK,Organic
2234,2025-06-10,Germany,Facebook
2235,2025-04-29,USA,Facebook
2236,2025-05-29,UK,Organic
2237,2025-05-30,Germany,Facebook
2238,2025-10-20,UK,Organic
2239,2025-05-23,USA,Google Ads
2240,2025-06-09,Germany,Facebook
2241,2025-01-11,India,Facebook
2242,2025-05-18,USA,Facebook
2243,2025-03-19,Canada,Facebook
2244,2025-03-18,Canada,Referral
2245,2025-09-11,USA,Organic
2246,2025-09-15,Canada,Organic
2247,2025-11-16,USA,Organic
2248,2025-10-18,India,Google Ads
2249,2025-09-20,USA,Organic
2250,2025-03-26,Germany,Facebook
2251,2025-05-26,Germany,Facebook
2252,2025-11-19,UK,Google Ads
2253,2025-02-11,Canada,Google Ads
2254,2025-05-05,Canada,Google Ads
2255,2025-06-16,USA,Google Ads
2256,2025-08-29,Canada,Google Ads
2257,2025-10-07,Germany,Organic
2258,2025-07-07,India,Google Ads
2259,2025-10-29,USA,Facebook
2260,2025-01-19,Canada,Organic
2261,2025-03-09,Germany,Google Ads
2262,2025-08-06,UK,Organic
2263,2025-04-12,Canada,Organic
2264,2025-02-11,India,Facebook
2265,2025-10-15,India,Google Ads
2266,2025-06-16,Canada,Google Ads
2267,2025-04-19,Canada,Facebook
2268,2025-02-05,Germany,Google Ads
2269,2025-08-20,Canada,Google Ads
2270,2025-08-17,UK,Google Ads
2271,2025-12-19,Germany,Organic
2272,2025-06-13,USA,Google Ads
2273,2025-03-14,UK,Organic
2274,2025-05-16,Germany,Google Ads
2275,2025-12-19,Germany,Organic
2276,2025-03-11,India,Google Ads
2277,2025-07-15,Germany,Organic
2278,2025-09-26,UK,Facebook
2279,2025-02-18,Canada,Organic
2280,2025-11-12,UK,Google Ads
2281,2025-05-10,USA,Facebook
2282,2025-01-05,Germany,Google Ads
2283,2025-01-27,Germany,Facebook
2284,2025-06-09,Germany,Google Ads
2285,2025-05-29,Germany,Facebook
2286,2025-09-21,India,Google Ads
2287,2025-08-18,India,Google Ads
2288,2025-07-19,Canada,Organic
2289,2025-02-19,Germany,Referral
2290,2025-03-08,USA,Facebook
2291,2025-10-27,Canada,Organic
2292,2025-02-27,Germany,Facebook
2293,2025-09-16,India,Facebook
2294,2025-12-08,USA,Google Ads
2295,2025-11-22,Canada,Google Ads
2296,2025-05-10,USA,Referral
2297,2025-08-03,Germany,Facebook
2298,2025-06-21,UK,Organic
2299,2025-09-15,USA,Facebook
2300,2025-04-12,USA,Facebook
2301,2025-07-28,India,Facebook
2302,2025-10-18,Germany,Organic
2303,2025-12-20,USA,Google Ads
2304,2025-10-13,Germany,Facebook
2305,2025-04-26,India,Facebook
2306,2025-09-21,Germany,Referral
2307,2025-05-30,India,Facebook
2308,2025-10-27,India,Organic
2309,2025-02-05,Canada,Google Ads
2310,2025-11-29,Germany,Google Ads
2311,2025-10-14,UK,Referral
2312,2025-10-30,Canada,Organic
2313,2025-11-07,India,Facebook
2314,2025-07-27,UK,Facebook
2315,2025-04-16,USA,Google Ads
2316,2025-06-07,USA,Organic
2317,2025-05-01,Canada,Google Ads
2318,2025-02-24,UK,Organic
2319,2025-01-12,Germany,Facebook
2320,2025-05-25,UK,Google Ads
2321,2025-05-16,Canada,Referral
2322,2025-01-03,Germany,Referral
2323,2025-05-24,Germany,Google Ads
2324,2025-01-30,USA,Organic
2325,2025-08-25,UK,Organic
2326,2025-10-06,Germany,Organic
2327,2025-12-14,Canada,Referral
2328,2025-04-25,USA,Facebook
2329,2025-04-14,Germany,Organic
2330,2025-04-28,UK,Organic
2331,2025-01-05,USA,Facebook
2332,2025-12-26,UK,Facebook
2333,2025-09-05,UK,Facebook
2334,2025-12-30,UK,Organic
2335,2025-11-17,USA,Organic
2336,2025-05-01,Germany,Facebook
2337,2025-10-13,India,Facebook
2338,2025-05-29,Germany,Google Ads
2339,2025-03-25,USA,Google Ads
2340,2025-08-19,India,Facebook
2341,2025-10-15,India,Facebook
2342,2025-06-10,India,Organic
2343,2025-09-29,Canada,Facebook
2344,2025-02-07,USA,Referral
2345,2025-08-14,Canada,Google Ads
2346,2025-05-22,India,Referral
2347,2025-10-19,Canada,Google Ads
2348,2025-05-31,Canada,Organic
2349,2025-04-24,USA,Facebook
2350,2025-08-25,UK,Facebook
2351,2025-03-07,Canada,Google Ads
2352,2025-12-27,Canada,Google Ads
2353,2025-12-07,India,Organic
2354,2025-09-15,India,Facebook
2355,2025-09-06,India,Referral
2356,2025-11-27,Germany,Facebook
2357,2025-11-19,Canada,Referral
2358,2025-06-29,India,Google Ads
2359,2025-07-09,USA,Google Ads
2360,2025-06-03,Germany,Facebook
2361,2025-07-15,UK,Referral
2362,2025-11-07,Canada,Facebook
2363,2025-09-19,Canada,Google Ads
2364,2025-05-23,USA,Google Ads
2365,2025-12-08,UK,Facebook
2366,2025-11-12,UK,Organic
2367,2025-04-11,Germany,Facebook
2368,2025-09-01,Canada,Organic
2369,2025-01-12,India,Organic
2370,2025-08-27,USA,Referral
2371,2025-02-18,USA,Facebook
2372,2025-02-11,USA,Facebook
2373,2025-06-15,USA,Referral
2374,2025-03-23,India,Facebook
2375,2025-10-18,India,Facebook
2376,2025-06-07,Germany,Organic
2377,2025-08-04,Canada,Google Ads
2378,2025-06-07,India,Facebook
2379,2025-05-14,Germany,Google Ads
2380,2025-03-08,UK,Google Ads
2381,2025-12-02,Canada,Google Ads
2382,2025-01-07,India,Google Ads
2383,2025-01-14,UK,Facebook
2384,2025-03-14,Germany,Organic
2385,2025-06-12,India,Organic
2386,2025-03-07,India,Organic
2387,2025-12-13,UK,Facebook
2388,2025-05-10,India,Organic
2389,2025-07-25,USA,Referral
2390,2025-10-03,India,Organic
2391,2025-09-13,Canada,Organic
2392,2025-09-23,UK,Google Ads
2393,2025-01-25,Canada,Organic
2394,2025-10-08,Germany,Organic
2395,2025-09-10,Canada,Facebook
2396,2025-11-06,USA,Facebook
2397,2025-10-16,USA,Google Ads
2398,2025-06-13,Canada,Google Ads
2399,2025-04-05,Germany,Referral
2400,2025-09-27,India,Organic
2401,2025-11-17,USA,Google Ads
2402,2025-04-20,Canada,Google Ads
2403,2025-12-02,Canada,Organic
2404,2025-11-06,Canada,Facebook
2405,2025-08-26,India,Facebook
2406,2025-01-25,UK,Google Ads
2407,2025-05-21,Germany,Google Ads
2408,2025-04-27,UK,Facebook
2409,2025-01-25,Germany,Organic
2410,2025-03-20,Germany,Google Ads
2411,2025-03-09,Canada,Facebook
2412,2025-06-22,USA,Organic
2413,2025-01-12,Canada,Organic
2414,2025-10-15,India,Google Ads
2415,2025-05-08,Germany,Organic
2416,2025-04-06,USA,Referral
2417,2025-04-02,Germany,Referral
2418,2025-05-21,Germany,Organic
2419,2025-01-31,Canada,Organic
2420,2025-11-30,USA,Google Ads
2421,2025-01-20,USA,Organic
2422,2025-05-26,Germany,Organic
2423,2025-11-12,USA,Facebook
2424,2025-06-09,USA,Facebook
2425,2025-12-15,Canada,Organic
2426,2025-02-12,UK,Referral
2427,2025-09-11,India,Google Ads
2428,2025-05-10,UK,Google Ads
2429,2025-03-01,USA,Organic
2430,2025-05-31,Germany,Google Ads
2431,2025-10-14,India,Organic
2432,2025-01-05,India,Google Ads
2433,2025-09-23,Germany,Facebook
2434,2025-12-11,India,Organic
2435,2025-05-10,Germany,Google Ads
2436,2025-09-24,India,Google Ads
2437,2025-06-27,UK,Facebook
2438,2025-09-10,India,Facebook
2439,2025-02-25,Canada,Organic
2440,2025-03-24,Germany,Facebook
2441,2025-04-09,India,Facebook
2442,2025-05-29,Germany,Facebook
2443,2025-11-25,Canada,Google Ads
2444,2025-06-05,India,Organic
2445,2025-07-09,India,Google Ads
2446,2025-09-20,Canada,Organic
2447,2025-03-21,Canada,Facebook
2448,2025-09-09,Canada,Facebook
2449,2025-04-07,Germany,Organic
2450,2025-09-17,Canada,Referral
2451,2025-09-17,Germany,Referral
2452,2025-04-13,UK,Facebook
2453,2025-02-09,India,Google Ads
2454,2025-09-30,India,Referral
2455,2025-04-11,USA,Google Ads
2456,2025-12-25,UK,Organic
2457,2025-11-04,Canada,Organic
2458,2025-08-09,Canada,Referral
2459,2025-11-04,UK,Referral
2460,2025-05-04,Canada,Google Ads
2461,2025-08-19,USA,Organic
2462,2025-06-27,Germany,Google Ads
2463,2025-03-04,India,Google Ads
2464,2025-04-26,UK,Facebook
2465,2025-07-10,India,Google Ads
2466,2025-03-03,Germany,Organic
2467,2025-09-13,UK,Referral
2468,2025-01-07,Germany,Organic
2469,2025-06-04,Canada,Google Ads
2470,2025-04-02,Canada,Organic
2471,2025-01-14,Canada,Referral
2472,2025-08-17,Germany,Organic
2473,2025-03-27,Germany,Organic
2474,2025-05-13,Germany,Referral
2475,2025-07-02,India,Google Ads
2476,2025-03-03,Germany,Referral
2477,2025-08-07,Canada,Referral
2478,2025-09-03,USA,Referral
2479,2025-08-18,Germany,Google Ads
2480,2025-03-20,USA,Referral
2481,2025-05-29,Canada,Facebook
2482,2025-05-18,Germany,Organic
2483,2025-11-10,India,Organic
2484,2025-03-06,India,Google Ads
2485,2025-01-13,USA,Facebook
2486,2025-08-01,India,Organic
2487,2025-08-30,India,Organic
2488,2025-08-01,India,Organic
2489,2025-06-30,Canada,Google Ads
2490,2025-12-04,India,Organic
2491,2025-06-22,UK,Google Ads
2492,2025-06-09,Germany,Organic
2493,2025-06-13,India,Google Ads
2494,2025-07-07,India,Organic
2495,2025-07-10,India,Facebook
2496,2025-11-04,UK,Referral
2497,2025-09-13,India,Organic
2498,2025-07-02,India,Organic
2499,2025-04-27,Germany,Facebook
2500,2025-10-09,UK,Organic
2501,2025-07-15,UK,Facebook
2502,2025-02-03,India,Google Ads
2503,2025-02-21,UK,Organic
2504,2025-04-22,USA,Organic
2505,2025-09-09,UK,Google Ads
2506,2025-03-23,UK,Google Ads
2507,2025-08-20,UK,Organic
2508,2025-08-15,Canada,Organic
2509,2025-08-21,Canada,Google Ads
2510,2025-08-09,Canada,Referral
2511,2025-02-11,UK,Referral
2512,2025-01-21,USA,Google Ads
2513,2025-02-11,UK,Google Ads
2514,2025-04-23,India,Organic
2515,2025-04-15,USA,Referral
2516,2025-07-11,Canada,Organic
2517,2025-01-17,Germany,Facebook
2518,2025-04-30,USA,Google Ads
2519,2025-05-09,Canada,Facebook
2520,2025-05-10,USA,Organic
2521,2025-03-01,USA,Facebook
2522,2025-02-17,UK,Facebook
2523,2025-01-29,India,Google Ads
2524,2025-04-07,Germany,Facebook
2525,2025-01-10,Canada,Google Ads
2526,2025-08-30,USA,Google Ads
2527,2025-11-10,Germany,Referral
2528,2025-08-20,USA,Google Ads
2529,2025-10-04,India,Organic
2530,2025-10-11,Germany,Google Ads
2531,2025-07-22,Canada,Google Ads
2532,2025-09-04,USA,Facebook
2533,2025-10-17,India,Google Ads
2534,2025-09-21,Germany,Google Ads
2535,2025-08-02,USA,Referral
2536,2025-07-19,USA,Google Ads
2537,2025-03-20,Canada,Google Ads
2538,2025-12-09,India,Organic
2539,2025-12-10,UK,Google Ads
2540,2025-06-22,USA,Organic
2541,2025-03-10,Germany,Google Ads
2542,2025-03-28,Canada,Google Ads
2543,2025-04-11,Canada,Organic
2544,2025-01-08,USA,Referral
2545,2025-11-29,USA,Google Ads
2546,2025-07-19,USA,Facebook
2547,2025-03-28,UK,Google Ads
2548,2025-02-12,USA,Google Ads
2549,2025-04-19,India,Referral
2550,2025-06-01,Germany,Google Ads
2551,2025-01-17,USA,Referral
2552,2025-05-13,UK,Google Ads
2553,2025-05-28,Germany,Referral
2554,2025-10-04,Canada,Facebook
2555,2025-08-20,USA,Referral
2556,2025-11-10,Germany,Google Ads
2557,2025-08-16,Canada,Organic
2558,2025-05-19,UK,Organic
2559,2025-07-30,India,Facebook
2560,2025-01-28,USA,Organic
2561,2025-02-20,India,Organic
2562,2025-09-18,UK,Referral
2563,2025-09-18,Germany,Facebook
2564,2025-12-16,Germany,Organic
2565,2025-12-18,UK,Referral
2566,2025-01-08,UK,Google Ads
2567,2025-11-16,USA,Facebook
2568,2025-05-18,Canada,Referral
2569,2025-02-07,India,Facebook
2570,2025-04-21,India,Google Ads
2571,2025-08-08,Germany,Facebook
2572,2025-12-03,Germany,Referral
2573,2025-08-11,USA,Referral
2574,2025-05-16,UK,Referral
2575,2025-09-13,India,Organic
2576,2025-12-26,USA,Facebook
2577,2025-11-25,Germany,Google Ads
2578,2025-02-18,Germany,Google Ads
2579,2025-10-19,India,Google Ads
2580,2025-11-20,Germany,Google Ads
2581,2025-03-19,Germany,Referral
2582,2025-04-15,Canada,Organic
2583,2025-06-18,UK,Organic
2584,2025-08-05,Germany,Referral
2585,2025-04-29,Canada,Referral
2586,2025-07-09,USA,Organic
2587,2025-09-12,Germany,Facebook
2588,2025-09-23,USA,Google Ads
2589,2025-05-29,Germany,Facebook
2590,2025-06-13,India,Google Ads
2591,2025-05-20,Canada,Facebook
2592,2025-12-13,Canada,Referral
2593,2025-09-15,India,Facebook
2594,2025-09-26,UK,Google Ads
2595,2025-06-30,Canada,Organic
2596,2025-06-09,USA,Organic
2597,2025-12-17,Canada,Google Ads
2598,2025-10-15,UK,Google Ads
2599,2025-10-15,USA,Referral
2600,2025-08-14,USA,Google Ads
2601,2025-01-11,India,Organic
2602,2025-01-10,Germany,Facebook
2603,2025-09-28,India,Facebook
2604,2025-09-30,Germany,Google Ads
2605,2025-07-02,India,Organic
2606,2025-06-02,Germany,Referral
2607,2025-11-11,Canada,Google Ads
2608,2025-11-30,USA,Google Ads
2609,2025-05-04,Germany,Google Ads
2610,2025-04-24,Canada,Organic
2611,2025-10-05,UK,Facebook
2612,2025-08-01,India,Google Ads
2613,2025-06-21,UK,Facebook
2614,2025-10-15,Canada,Facebook
2615,2025-06-23,UK,Referral
2616,2025-04-23,UK,Organic
2617,2025-05-02,Canada,Google Ads
2618,2025-02-01,USA,Google Ads
2619,2025-08-10,Germany,Facebook
2620,2025-04-29,India,Google Ads
2621,2025-02-08,Germany,Organic
2622,2025-09-25,India,Facebook
2623,2025-08-21,Germany,Facebook
2624,2025-01-18,UK,Facebook
2625,2025-05-29,USA,Organic
2626,2025-05-29,UK,Organic
2627,2025-05-06,USA,Organic
2628,2025-10-29,Canada,Organic
2629,2025-12-26,India,Organic
2630,2025-08-26,India,Organic
2631,2025-05-15,Canada,Google Ads
2632,2025-05-31,Germany,Google Ads
2633,2025-08-24,Canada,Referral
2634,2025-08-12,Canada,Referral
2635,2025-07-22,USA,Organic
2636,2025-09-13,Canada,Organic
2637,2025-03-27,India,Google Ads
2638,2025-05-30,UK,Facebook
2639,2025-08-23,USA,Referral
2640,2025-12-11,USA,Referral
2641,2025-01-22,Germany,Facebook
2642,2025-12-14,UK,Facebook
2643,2025-10-12,USA,Facebook
2644,2025-09-26,Canada,Facebook
2645,2025-09-15,USA,Facebook
2646,2025-01-29,USA,Organic
2647,2025-08-01,USA,Google Ads
2648,2025-10-10,Germany,Organic
2649,2025-02-19,USA,Organic
2650,2025-04-05,USA,Organic
2651,2025-03-29,Germany,Organic
2652,2025-02-13,UK,Organic
2653,2025-10-05,India,Organic
2654,2025-06-20,Germany,Facebook
2655,2025-07-08,Germany,Referral
2656,2025-12-19,USA,Google Ads
2657,2025-07-03,USA,Referral
2658,2025-01-03,India,Google Ads
2659,2025-07-10,USA,Google Ads
2660,2025-04-28,Canada,Facebook
2661,2025-01-19,USA,Organic
2662,2025-01-23,USA,Google Ads
2663,2025-01-30,Canada,Organic
2664,2025-10-22,India,Organic
2665,2025-04-18,Canada,Google Ads
2666,2025-10-08,Germany,Organic
2667,2025-05-08,Canada,Facebook
2668,2025-08-17,UK,Facebook
2669,2025-04-21,Germany,Organic
2670,2025-05-16,USA,Facebook
2671,2025-12-28,Germany,Referral
2672,2025-07-05,India,Organic
2673,2025-05-24,India,Organic
2674,2025-03-13,Canada,Organic
2675,2025-05-09,Germany,Referral
2676,2025-12-30,USA,Google Ads
2677,2025-09-18,India,Google Ads
2678,2025-01-03,USA,Facebook
2679,2025-04-14,UK,Referral
2680,2025-08-12,India,Google Ads
2681,2025-11-16,Canada,Referral
2682,2025-12-28,UK,Google Ads
2683,2025-12-20,Germany,Google Ads
2684,2025-01-10,USA,Google Ads
2685,2025-10-29,India,Organic
2686,2025-08-19,UK,Referral
2687,2025-08-07,UK,Google Ads
2688,2025-03-07,India,Organic
2689,2025-04-22,Germany,Google Ads
2690,2025-01-13,Germany,Organic
2691,2025-03-27,Canada,Google Ads
2692,2025-08-22,Germany,Facebook
2693,2025-03-31,Canada,Organic
2694,2025-11-10,UK,Organic
2695,2025-02-23,India,Google Ads
2696,2025-01-12,Germany,Google Ads
2697,2025-07-28,Canada,Organic
2698,2025-01-14,UK,Organic
2699,2025-05-01,Germany,Referral
2700,2025-01-20,USA,Organic
2701,2025-03-16,UK,Referral
